lev_norm,panphon_dist,label
0.7,1.8333333333333335,1
0.7,2.4791666666666665,0
0.8181818181818182,1.6666666666666667,0
1.0,2.0416666666666665,0
0.8888888888888888,2.3125,0
0.7692307692307693,4.916666666666667,0
0.8888888888888888,2.5624999999999996,0
1.0,3.645833333333333,0
1.0,2.4583333333333335,0
1.0,1.7083333333333333,0
0.9,2.0625,0
0.9230769230769231,6.5,0
0.9,1.8125,0
0.7272727272727273,1.8541666666666665,0
1.0,3.604166666666667,0
1.0,4.375,0
1.0,4.0625,0
0.9,4.333333333333333,0
1.0,2.9999999999999996,0
0.9090909090909091,3.5624999999999996,0
1.0,4.666666666666667,0
0.9090909090909091,3.4375,0
0.875,1.6875000000000002,1
0.9230769230769231,6.166666666666667,0
1.0,1.8958333333333335,0
0.8461538461538461,6.770833333333333,0
0.8,1.2083333333333333,0
0.7692307692307693,6.604166666666666,0
0.6666666666666666,1.3958333333333335,1
0.4,0.33333333333333337,1
0.7142857142857143,0.14583333333333331,1
1.0,2.3333333333333335,0
0.8571428571428571,1.2916666666666665,0
0.8,1.4583333333333335,0
0.8,1.4583333333333335,0
0.6666666666666666,1.5625,1
0.5714285714285714,1.375,1
1.0,3.3124999999999996,0
0.7142857142857143,1.9375,0
1.0,2.479166666666666,0
1.0,2.479166666666666,0
0.7142857142857143,0.3125,1
1.0,2.4583333333333335,0
0.8571428571428571,1.1666666666666667,0
1.0,1.5833333333333335,0
1.0,1.5833333333333335,0
1.0,2.4375,0
0.8571428571428571,1.354166666666667,0
1.0,1.5625,0
1.0,1.5625,0
0.8571428571428571,2.3749999999999996,0
0.75,1.2916666666666665,1
0.75,1.2916666666666665,1
1.0,1.5833333333333333,0
1.0,1.5833333333333333,0
0.25,0.0,1
0.6,0.5,0
0.5,0.375,0
0.7142857142857143,0.47916666666666663,0
0.8,2.25,0
1.0,0.875,0
1.0,1.5,0
0.6666666666666666,0.41666666666666663,1
0.7142857142857143,0.4375,1
0.8,2.4166666666666665,0
0.8,0.9166666666666667,0
0.8,1.5416666666666665,0
0.5714285714285714,0.14583333333333334,1
0.8333333333333334,2.2916666666666665,0
1.0,0.625,0
1.0,1.2499999999999998,0
1.0,2.3541666666666665,0
0.8571428571428571,0.6041666666666666,0
0.8571428571428571,1.3124999999999998,0
0.8,2.125,1
0.6,1.2083333333333335,1
0.4,0.9583333333333333,1
0.8,1.4166666666666667,0
0.8,1.0833333333333333,1
0.8571428571428571,2.9166666666666665,1
0.8,1.0208333333333333,1
1.0,1.0416666666666667,0
0.8333333333333334,0.5833333333333334,0
0.7142857142857143,2.229166666666667,0
0.6666666666666666,2.208333333333333,0
0.5714285714285714,2.229166666666667,0
1.0,1.0833333333333333,0
1.0,2.7083333333333335,0
1.0,1.1875,0
0.6,1.1666666666666665,1
0.8333333333333334,1.4583333333333333,0
0.8571428571428571,1.5624999999999998,0
1.0,1.833333333333333,0
0.8571428571428571,1.6041666666666665,0
0.2857142857142857,1.8333333333333333,1
0.6,0.10416666666666666,1
1.0,1.7083333333333335,0
0.6666666666666666,1.3333333333333333,0
0.8571428571428571,1.6875,0
0.8333333333333334,1.75,0
0.8571428571428571,1.7291666666666665,0
0.7142857142857143,1.9374999999999998,1
1.0,3.2499999999999996,0
0.8571428571428571,2.9999999999999996,0
1.0,1.5208333333333333,0
0.7142857142857143,1.5416666666666665,0
1.0,1.6458333333333333,0
1.0,1.8125,0
1.0,1.4375,0
1.0,1.7916666666666665,0
1.0,1.7708333333333333,0
1.0,1.8333333333333333,0
0.8333333333333334,1.0,0
0.8571428571428571,2.229166666666667,0
1.0,2.5,0
0.8571428571428571,2.2708333333333335,0
0.7142857142857143,1.9374999999999998,1
0.6666666666666666,2.125,1
0.7142857142857143,2.0208333333333335,1
0.5714285714285714,0.47916666666666663,1
0.42857142857142855,0.125,1
0.42857142857142855,0.4375,1
1.0,1.7083333333333333,0
1.0,1.2083333333333333,0
0.8,1.1875,0
1.0,1.375,0
1.0,0.7291666666666667,0
0.8,1.6458333333333333,0
0.8,1.1875,0
1.0,2.104166666666667,0
0.7142857142857143,2.7083333333333335,0
1.0,1.5833333333333333,0
0.8,1.5625,0
1.0,1.875,0
1.0,1.6875,0
1.0,2.4375,0
0.8,1.3958333333333335,0
1.0,1.4375,0
1.0,2.0416666666666665,0
0.8,0.14583333333333334,1
1.0,1.0416666666666667,0
1.0,1.3124999999999998,0
1.0,1.3958333333333333,0
1.0,0.6458333333333334,0
1.0,1.8541666666666665,0
1.0,2.6249999999999996,0
0.8571428571428571,0.9375,0
1.0,1.2499999999999998,0
1.0,1.4166666666666665,0
0.8,0.7083333333333334,0
1.0,1.9166666666666667,0
1.0,2.5625,0
1.0,1.0625,0
1.0,1.3124999999999998,0
1.0,0.8125,0
0.8571428571428571,1.3958333333333333,1
1.0,2.4583333333333335,0
1.0,1.5833333333333335,0
0.75,0.875,0
1.0,1.5833333333333333,0
0.8571428571428571,2.7291666666666665,0
0.75,1.3333333333333333,0
0.6,1.875,0
1.0,3.1875,0
0.8,1.5,0
0.8571428571428571,2.4375,0
1.0,1.7708333333333333,0
0.5,0.041666666666666664,1
0.5,0.041666666666666664,1
0.6666666666666666,0.041666666666666664,1
1.0,0.16666666666666666,0
1.0,2.0208333333333335,0
0.6666666666666666,1.0,0
0.5,1.8541666666666665,0
0.75,0.20833333333333331,0
0.8333333333333334,2.958333333333333,0
0.0,0.0,1
0.3333333333333333,0.0,1
1.0,0.125,0
1.0,1.9791666666666665,0
1.0,1.0416666666666667,0
0.75,1.8958333333333333,0
0.5,0.16666666666666666,0
1.0,2.9999999999999996,0
0.3333333333333333,0.0,1
1.0,0.125,0
1.0,1.9791666666666665,0
1.0,1.0416666666666667,0
0.75,1.8958333333333333,0
0.5,0.16666666666666666,0
1.0,2.9999999999999996,0
1.0,0.125,0
1.0,1.9791666666666665,0
1.0,1.0416666666666667,0
1.0,1.8958333333333333,0
0.75,0.16666666666666666,0
1.0,2.9999999999999996,0
0.6,1.8541666666666665,1
0.6666666666666666,1.0,0
0.75,1.9374999999999998,0
1.0,0.20833333333333331,0
1.0,3.041666666666667,0
1.0,1.2708333333333333,0
1.0,0.9166666666666667,0
1.0,2.0625,0
0.8333333333333334,1.3958333333333333,0
0.25,0.9375,0
1.0,1.125,0
0.6666666666666666,2.0416666666666665,0
1.0,2.0624999999999996,0
0.6666666666666666,1.6874999999999998,0
1.0,3.0416666666666665,0
0.8333333333333334,0.4583333333333333,1
0.3333333333333333,1.0,1
0.5714285714285714,1.1666666666666665,1
1.0,2.3541666666666665,0
1.0,0.8541666666666666,0
1.0,0.8958333333333333,0
0.8333333333333334,1.375,1
0.7142857142857143,1.2916666666666665,1
0.8333333333333334,2.2291666666666665,0
0.8333333333333334,0.6458333333333334,0
1.0,0.6875,0
0.42857142857142855,0.25,1
1.0,3.270833333333333,0
1.0,1.7708333333333333,0
1.0,1.8125,0
1.0,3.2291666666666665,0
1.0,1.6041666666666665,0
1.0,1.6458333333333333,0
0.8,2.0416666666666665,1
0.8,2.0833333333333335,1
0.2,0.041666666666666664,1
0.42857142857142855,0.25,1
0.6666666666666666,1.3125,1
0.42857142857142855,0.125,1
1.0,1.8958333333333333,0
0.8,4.979166666666667,0
0.8571428571428571,2.770833333333333,0
0.5714285714285714,1.4791666666666665,1
0.5714285714285714,0.20833333333333331,1
1.0,1.9375,0
0.8,5.0625,0
0.8571428571428571,2.8541666666666665,0
0.5714285714285714,1.2708333333333333,1
1.0,1.375,0
0.9,4.291666666666666,0
1.0,1.9583333333333335,0
1.0,1.9375,0
0.8,4.937500000000001,0
0.8571428571428571,2.7291666666666665,0
0.9,4.249999999999999,0
1.0,1.5833333333333335,0
0.7,2.916666666666666,1
0.7142857142857143,0.16666666666666666,1
0.5714285714285714,1.0833333333333333,1
0.5,1.0833333333333333,1
1.0,2.5624999999999996,0
1.0,2.5624999999999996,0
0.8571428571428571,1.5416666666666667,0
0.5714285714285714,1.0,1
0.625,1.0833333333333333,1
1.0,2.5624999999999996,0
1.0,2.4791666666666665,0
1.0,1.4166666666666667,0
0.5,0.16666666666666666,1
1.0,3.3958333333333326,0
1.0,3.479166666666666,0
0.8571428571428571,2.4166666666666665,0
1.0,3.3958333333333326,0
1.0,3.354166666666666,0
0.875,2.3333333333333335,0
1.0,1.25,0
0.6,1.3541666666666667,1
0.8333333333333334,1.3541666666666665,0
0.3333333333333333,1.25,1
0.4444444444444444,0.2916666666666667,1
0.5,1.0,1
0.8888888888888888,2.375,0
0.875,2.708333333333333,0
1.0,2.229166666666667,0
