lev_norm,panphon_dist,phon_cosine,phon_euclid,label
0.7142857142857143,1.3333333333333333,0.8844332774281066,1.5652475842498528,0
1.0,2.0833333333333335,0.9129410010171694,1.3333333333333335,0
0.8571428571428571,1.6041666666666665,0.8690221295532774,1.6421530582338135,0
0.8571428571428571,3.4374999999999996,0.7833694211231608,2.174175893603489,0
1.0,2.270833333333333,0.8191222403385885,2.0515576737905494,0
0.875,1.6458333333333333,0.8897659571532752,1.5634719199411433,0
0.8888888888888888,2.770833333333333,0.9236588769686102,1.2583808238399106,0
0.6666666666666666,2.125,0.9657824059992526,0.8880154438811458,1
1.0,1.3333333333333333,0.9086307696614646,1.4142135623730951,0
0.6666666666666666,2.0416666666666665,0.9632730774007033,0.888015443881146,1
1.0,1.8125,0.8871920399108326,1.5556349186104044,0
0.8571428571428571,3.791666666666666,0.8548507666193887,1.8747637795266217,0
0.8181818181818182,4.270833333333333,0.8778824365900958,1.5566662701244638,0
0.8571428571428571,1.520833333333333,0.9386903226156612,1.2023125864580957,0
0.7142857142857143,0.3125,0.9451093681995661,1.0770329614269007,1
1.0,2.0833333333333335,0.7486450573419058,2.260776661041756,0
0.5,0.9583333333333333,0.9363821838346235,1.224744871391589,1
1.0,1.1875,0.9155961995227763,1.3114877048604003,0
1.0,2.8958333333333335,0.8373166215781314,1.8828539212825006,0
1.0,2.5416666666666665,0.8908239309648411,1.5364948182570002,0
1.0,2.25,0.734791706834549,2.5104227178350307,0
1.0,2.25,0.8489621623637988,1.746392459132595,0
0.7142857142857143,1.6666666666666665,0.9149074857330901,1.4126413400278062,0
1.0,3.020833333333333,0.898104257981311,1.4722431864335457,0
1.0,1.5416666666666665,0.8309849325195989,1.963839776220725,0
1.0,0.9166666666666666,0.8385284571645744,1.9039432764659772,0
0.75,1.0208333333333333,0.8035714285714286,2.0766559657295187,0
1.0,1.6666666666666667,0.837510286304686,1.89010581714358,0
1.0,1.2916666666666665,0.8525526332175383,1.7204650534085255,0
0.9,2.479166666666667,0.8767689408131522,1.5149131112687215,0
1.0,3.7708333333333335,0.8248159098493202,1.9436506316151003,0
1.0,6.083333333333334,0.8435607929684904,1.928081948465884,0
1.0,2.5,0.6220597707174171,2.9303130709665735,0
1.0,2.5416666666666665,0.9382399690568761,1.1801072244607647,0
0.5,0.08333333333333333,0.9678215817483968,0.9428090415820635,1
0.5,0.16666666666666666,0.9849911451227109,0.565685424949238,1
0.8571428571428571,3.0208333333333335,0.9626404711400186,0.9455858782052661,0
0.5,1.8958333333333333,0.9812826401807997,0.6305164711632546,1
1.0,3.416666666666667,0.9105107715932762,1.3585576956263872,0
0.9090909090909091,2.6666666666666665,0.9684965126860868,0.8508528764034066,0
1.0,2.291666666666667,0.8689343379210606,1.740051084818425,0
0.9230769230769231,3.625,0.7056763254271451,2.416142070410838,0
0.875,0.75,0.9239329673837827,1.2692955176439846,0
0.75,0.8541666666666666,0.8154055780475941,2.1065374432940898,0
0.8571428571428571,2.354166666666667,0.9266190242126955,1.2671678206592392,0
1.0,3.2083333333333326,0.7435571648654271,2.6034165586355513,0
0.6666666666666666,0.10416666666666666,0.9835605239881406,0.6,1
0.5,1.3124999999999998,0.9590762294118724,0.9415304518902906,1
1.0,0.9791666666666667,0.878581864036346,1.7549928774784245,0
0.8181818181818182,2.854166666666667,0.9499449007746825,0.9926664834129885,0
0.7777777777777778,1.6666666666666667,0.8983439405161441,1.567107404514429,1
1.0,1.9791666666666665,0.8455315601865168,1.8874586088176875,0
0.6153846153846154,4.937499999999999,0.9154897212280602,1.3613617392610853,1
0.6666666666666666,1.9375,0.9836718454788524,0.5945498666770807,1
0.875,1.9583333333333335,0.868477033462481,1.5849991237291654,0
1.0,0.6875000000000001,0.8449876308338253,1.984313483298443,0
0.8888888888888888,2.5833333333333335,0.860738299418269,1.7023393268304263,0
0.75,0.20833333333333331,0.9325885874784541,1.3228756555322954,1
1.0,5.208333333333333,0.8606103913786003,1.7378147196982767,0
1.0,1.6041666666666665,0.8790226955551051,1.481365736219265,0
0.8888888888888888,2.3541666666666665,0.9168130428865036,1.2818991013814032,0
1.0,2.270833333333333,0.7805163522779553,2.253885533916929,0
0.6666666666666666,1.1041666666666667,0.8378544973578392,1.7078251276599332,0
0.875,2.583333333333333,0.8204947375255285,1.9130400472081661,0
0.8333333333333334,1.5625,0.9261263000607001,1.31021626713557,0
0.7777777777777778,4.083333333333333,0.8384829212357756,1.9324531042175384,0
0.8,2.0,0.8148111324100912,2.086996778999804,1
0.8,2.8541666666666665,0.8477413476871563,1.849324200890693,0
1.0,5.020833333333333,0.7922415725466386,2.248627839482076,0
1.0,2.1041666666666665,0.9183913234296259,1.3515423288475528,0
1.0,2.208333333333333,0.9305682762163663,1.241638702145945,0
0.8571428571428571,1.25,0.9096422923961787,1.334582747944507,1
1.0,3.9166666666666665,0.8611244398211764,1.9578900207451218,0
1.0,3.1874999999999996,0.7428479931792424,2.185812841434,0
0.5714285714285714,0.3541666666666667,0.970307095674272,0.8333333333333335,1
1.0,1.3125,0.8310683504830416,1.9999999999999998,0
0.5714285714285714,1.375,0.9016720511820039,1.393237636267091,1
1.0,2.1875,0.9146461853029885,1.3170777796132696,0
0.0,0.0,1.0,0.0,1
1.0,1.5833333333333333,0.7406875535705175,2.4005207768315606,0
1.0,2.333333333333333,0.9344172095278735,1.2499795916701348,0
1.0,2.145833333333333,0.7329407019253741,2.5617376914898995,0
0.8,0.20833333333333331,0.9389710680668849,1.1547005383792517,1
0.875,3.3124999999999996,0.9400336790082192,1.1629703349613005,0
0.5,0.041666666666666664,0.9574468085106382,1.0,1
0.5,0.125,0.9137973410336266,1.4907119849998598,1
1.0,2.4375,0.8419917488313777,1.7971065179155892,0
0.8571428571428571,3.020833333333333,0.8577308589779005,1.7873008824606014,0
1.0,4.104166666666666,0.876508530426223,1.590990257669732,0
1.0,1.7708333333333333,0.6176823872602581,3.0987900864692337,0
0.8888888888888888,1.7500000000000002,0.8686506830780859,1.730446313655655,0
1.0,2.125,0.9167277958936683,1.3633551426161707,0
0.75,1.4166666666666667,0.9460539294106356,1.0845754260886071,0
1.0,2.8750000000000004,0.7793378441292348,2.1433035249352805,0
0.6666666666666666,0.8125,0.949045859315147,1.020204061220407,1
0.9090909090909091,2.541666666666667,0.9285255785984344,1.183790751872005,0
0.9090909090909091,2.9166666666666665,0.9742457237550347,0.7672779399932502,0
0.9166666666666666,3.583333333333333,0.9139809717549037,1.3110110602126894,0
1.0,1.6041666666666667,0.8442501850227249,1.9235384061671343,0
1.0,0.75,0.8703882797784893,1.6,0
1.0,3.9166666666666665,0.8954261160361249,1.4387009895006269,0
1.0,2.3541666666666665,0.7870154008451389,2.1447610589527217,0
0.8888888888888888,2.354166666666667,0.8841896893718036,1.5452362609131383,0
0.75,1.2291666666666665,0.9463109574481156,1.0749676997731399,1
0.8571428571428571,2.0833333333333335,0.9175077788937788,1.28593472537055,0
1.0,2.0625,0.678747883942434,2.610661899893503,0
0.8571428571428571,1.3958333333333333,0.9519214904332319,1.0238095238095237,0
1.0,2.625,0.8274896385802332,1.8805123053604953,0
1.0,3.791666666666666,0.9323718216092198,1.1856363148429538,0
0.75,0.20833333333333331,0.9154527145509472,1.4907119849998598,1
0.5,0.08333333333333333,0.9949999686712859,0.3333333333333333,1
0.8,3.708333333333333,0.9369101104813533,1.1653862020806667,0
1.0,2.708333333333333,0.8727671549849627,1.547847968417226,0
1.0,1.9166666666666665,0.7389884275845571,2.506990227344335,0
0.9,1.125,0.9404903923435742,1.1055415967851334,0
1.0,2.791666666666667,0.9266611541989093,1.2447926302665175,0
1.0,2.4583333333333335,0.892928045272357,1.5114378731672846,0
1.0,3.5625,0.9481130215703917,1.0156931884487679,0
1.0,0.7291666666666666,0.7565246347996414,2.3048861143232218,0
0.8888888888888888,2.4166666666666665,0.81863837103347,1.8729486132663937,0
1.0,1.4166666666666667,0.8738097470672834,1.609347693943108,0
1.0,1.7291666666666665,0.9434158570156675,1.0796089827134432,0
0.875,2.145833333333333,0.7948262241869903,2.051557673790549,0
1.0,3.8541666666666665,0.8114663827224846,2.1015867021530816,0
0.5,0.5208333333333333,0.9199092411204052,1.3114877048604001,0
1.0,3.395833333333333,0.7943251103624893,2.153807997220014,0
0.8571428571428571,4.229166666666667,0.9324698242856332,1.246773613951003,0
1.0,4.083333333333333,0.7431532100704069,2.7284509239574835,0
1.0,1.3958333333333333,0.8869108628611376,1.584297951775486,0
0.5,0.2916666666666667,0.9247846462815815,1.3228756555322954,1
0.8888888888888888,4.208333333333333,0.8316444444746174,1.8833148966649205,0
0.875,1.6041666666666665,0.9071564544543144,1.4391355429948605,0
0.8888888888888888,4.145833333333333,0.9290475037611818,1.2759890862182748,0
1.0,3.2291666666666665,0.8157460750811913,1.94811162126016,0
1.0,1.9375,0.9262606285398715,1.3165611772087666,0
0.8571428571428571,1.7291666666666667,0.8344094626730116,1.9557607215607946,0
0.7142857142857143,1.3958333333333333,0.9624881293862724,0.8869423130433381,0
0.875,3.2708333333333335,0.879823758192098,1.6264710766765287,0
0.5555555555555556,2.1666666666666665,0.9242424896105363,1.149977816999892,1
0.5,0.10416666666666666,0.997880558175794,0.19999999999999996,1
1.0,4.0625,0.8713757074630852,1.6863421954040052,0
