lev_norm,panphon_dist,phon_cosine,phon_euclid,semantic_sim,label
0.7142857142857143,1.3333333333333333,0.8844332774281066,1.5652475842498528,0.97869337,0
1.0,2.0833333333333335,0.9129410010171694,1.3333333333333335,0.82080805,0
0.8571428571428571,1.6041666666666665,0.8690221295532774,1.6421530582338135,0.9496356,0
1.0,2.625,0.8382267330009636,1.8520810137876402,0.68393385,0
1.0,2.270833333333333,0.8191222403385885,2.0515576737905494,0.88512003,0
0.875,1.6458333333333333,0.8897659571532752,1.5634719199411433,0.8189291,0
0.8888888888888888,2.770833333333333,0.9236588769686102,1.2583808238399106,0.855278,0
0.6666666666666666,2.125,0.9657824059992526,0.8880154438811458,0.9935056,1
0.8461538461538461,5.3125,0.9519229333418414,1.0269194184859354,0.7549563,0
0.6666666666666666,2.0416666666666665,0.9632730774007033,0.888015443881146,0.9937778,1
0.8333333333333334,1.875,0.846686282956497,1.8648056198971517,0.66645604,0
1.0,0.75,0.8208252876367296,2.091650066335189,0.6770669,0
0.8571428571428571,1.7916666666666665,0.8625948273780573,1.7442763542512407,0.7454175,0
0.8571428571428571,1.520833333333333,0.9386903226156612,1.2023125864580957,0.856602,0
0.7142857142857143,0.3125,0.9451093681995661,1.0770329614269007,1.0,1
1.0,2.0833333333333335,0.7486450573419058,2.260776661041756,0.90231574,0
0.5,0.9583333333333333,0.9363821838346235,1.224744871391589,0.94308305,1
1.0,3.4166666666666665,0.8913336641482374,1.4908051515875576,0.69307697,0
0.8888888888888888,2.9166666666666665,0.9660985730895368,0.8389854616966086,0.8734634,0
0.8,1.5,0.9189993665768368,1.2893796958227628,0.8602187,0
1.0,2.25,0.734791706834549,2.5104227178350307,0.8745482,0
1.0,1.7291666666666665,0.9052935829863866,1.4689376357687138,0.5916557,0
0.7142857142857143,1.6666666666666665,0.9149074857330901,1.4126413400278062,0.9929016,0
1.0,3.020833333333333,0.898104257981311,1.4722431864335457,0.99622816,0
0.6666666666666666,0.4375,0.7863414023323697,2.3333333333333335,0.89610815,0
1.0,0.9166666666666666,0.8385284571645744,1.9039432764659772,0.9890491,0
0.8,1.1666666666666665,0.8999154119267316,1.503329637837291,0.91059136,0
1.0,1.6666666666666667,0.837510286304686,1.89010581714358,0.87379336,0
1.0,1.2916666666666665,0.8525526332175383,1.7204650534085255,0.8430569,0
0.9,2.479166666666667,0.8767689408131522,1.5149131112687215,0.9745028,0
1.0,3.7708333333333335,0.8248159098493202,1.9436506316151003,0.98207563,0
1.0,6.083333333333334,0.8435607929684904,1.928081948465884,0.939471,0
1.0,5.916666666666666,0.9134772279025315,1.489134198504965,0.7541414,0
1.0,2.5416666666666665,0.9382399690568761,1.1801072244607647,0.83097446,0
0.5,0.08333333333333333,0.9678215817483968,0.9428090415820635,0.8501755,1
0.5,0.16666666666666666,0.9849911451227109,0.565685424949238,0.9905498,1
1.0,4.395833333333332,0.8909019406904459,1.6213087230101002,0.7279699,0
0.5,1.8958333333333333,0.9812826401807997,0.6305164711632546,0.98890245,1
1.0,3.416666666666667,0.9105107715932762,1.3585576956263872,0.97338307,0
0.9090909090909091,2.6666666666666665,0.9684965126860868,0.8508528764034066,0.882976,0
1.0,2.291666666666667,0.8689343379210606,1.740051084818425,0.9788289,0
0.9230769230769231,3.625,0.7056763254271451,2.416142070410838,0.8372098,0
0.8888888888888888,4.979166666666667,0.9037869886483294,1.3520103915153285,0.82356775,0
0.75,0.8541666666666666,0.8154055780475941,2.1065374432940898,0.8226706,0
0.8571428571428571,2.354166666666667,0.9266190242126955,1.2671678206592392,0.9146805,0
1.0,3.2083333333333326,0.7435571648654271,2.6034165586355513,0.99622875,0
0.6666666666666666,0.10416666666666666,0.9835605239881406,0.6,0.99999994,1
0.5,1.3124999999999998,0.9590762294118724,0.9415304518902906,0.9821304,1
1.0,0.9791666666666667,0.878581864036346,1.7549928774784245,0.9298214,0
0.8181818181818182,2.854166666666667,0.9499449007746825,0.9926664834129885,0.9475728,0
0.7777777777777778,1.6666666666666667,0.8983439405161441,1.567107404514429,0.97561026,1
1.0,1.9791666666666665,0.8455315601865168,1.8874586088176875,0.6390392,0
0.6153846153846154,4.937499999999999,0.9154897212280602,1.3613617392610853,0.94581634,1
0.6666666666666666,1.9375,0.9836718454788524,0.5945498666770807,0.78949976,1
0.9166666666666666,4.6875,0.8533346583486124,1.7829438827088444,0.7619202,0
1.0,3.8958333333333326,0.8243761032416936,2.101586702153082,0.76612866,0
0.8888888888888888,2.5833333333333335,0.860738299418269,1.7023393268304263,0.6917915,0
0.75,0.20833333333333331,0.9325885874784541,1.3228756555322954,0.70113665,1
1.0,5.208333333333333,0.8606103913786003,1.7378147196982767,0.7394647,0
1.0,1.6041666666666665,0.8790226955551051,1.481365736219265,0.9365684,0
0.8888888888888888,2.3541666666666665,0.9168130428865036,1.2818991013814032,0.96897244,0
0.9,2.4791666666666665,0.9287099812945708,1.0856202966836188,0.7405613,0
0.6666666666666666,1.1041666666666667,0.8378544973578392,1.7078251276599332,0.97907674,0
0.875,2.583333333333333,0.8204947375255285,1.9130400472081661,0.9499776,0
1.0,2.520833333333333,0.8250942731873364,1.9490025939210833,0.642396,0
0.7777777777777778,4.083333333333333,0.8384829212357756,1.9324531042175384,0.92028856,0
0.8,2.0,0.8148111324100912,2.086996778999804,0.7912525,1
0.8,2.8541666666666665,0.8477413476871563,1.849324200890693,0.9853493,0
1.0,5.020833333333333,0.7922415725466386,2.248627839482076,0.7818077,0
0.8571428571428571,1.4791666666666665,0.8286118600187403,1.9085334683992314,0.82134694,0
1.0,2.208333333333333,0.9305682762163663,1.241638702145945,0.69975007,0
0.8571428571428571,1.25,0.9096422923961787,1.334582747944507,0.9968113,1
1.0,3.9166666666666665,0.8611244398211764,1.9578900207451218,0.8134016,0
1.0,3.1874999999999996,0.7428479931792424,2.185812841434,0.9653019,0
0.5714285714285714,0.3541666666666667,0.970307095674272,0.8333333333333335,0.9999999,1
1.0,1.3125,0.8310683504830416,1.9999999999999998,0.9688612,0
0.5714285714285714,1.375,0.9016720511820039,1.393237636267091,0.8709226,1
0.8571428571428571,1.4166666666666665,0.8063795313540668,2.0694202086574878,0.79656184,0
0.0,0.0,1.0,0.0,1.0,1
1.0,1.5833333333333333,0.7406875535705175,2.4005207768315606,0.97923815,0
0.8571428571428571,0.6458333333333334,0.8018890227008553,2.0766559657295187,0.7893421,0
1.0,2.145833333333333,0.7329407019253741,2.5617376914898995,0.80333585,0
0.8,0.20833333333333331,0.9389710680668849,1.1547005383792517,0.9511412,1
0.75,1.1875,0.7917420616950201,2.3422448870925328,0.6612525,0
0.5,0.041666666666666664,0.9574468085106382,1.0,0.9697206,1
0.5,0.125,0.9137973410336266,1.4907119849998598,0.98484725,1
0.8571428571428571,1.6249999999999998,0.9079117357314758,1.3743685418725535,0.84200484,0
0.8571428571428571,3.020833333333333,0.8577308589779005,1.7873008824606014,0.9976575,0
1.0,3.5833333333333335,0.9446680489776119,1.137038760490223,0.57131964,0
1.0,2.3125,0.8049243406677985,1.935630818794397,0.6439029,0
1.0,3.145833333333333,0.7746735103377729,2.185812841434,0.8735641,0
0.7,2.395833333333333,0.8058144141342503,2.024159633581853,0.6129223,0
0.75,1.4166666666666667,0.9460539294106356,1.0845754260886071,0.9405352,0
0.9090909090909091,3.083333333333333,0.9071612630335064,1.4222080498160075,0.68818223,0
0.6666666666666666,0.8125,0.949045859315147,1.020204061220407,0.981379,1
0.8571428571428571,1.0,0.9322330597839414,1.2000000000000002,0.8229524,0
0.9090909090909091,2.9166666666666665,0.9742457237550347,0.7672779399932502,0.99517685,0
0.9166666666666666,3.583333333333333,0.9139809717549037,1.3110110602126894,0.80939364,0
0.8333333333333334,2.333333333333333,0.8399210511316161,1.8874586088176875,0.86729413,0
1.0,1.5625,0.961229847068314,0.936776932043143,0.7597772,0
1.0,3.9166666666666665,0.8954261160361249,1.4387009895006269,0.90285367,0
1.0,2.3541666666666665,0.7870154008451389,2.1447610589527217,0.93245876,0
1.0,0.5416666666666666,0.886666666666667,1.6492422502470645,0.70946103,0
0.75,1.2291666666666665,0.9463109574481156,1.0749676997731399,0.8734566,1
1.0,2.3749999999999996,0.7335650204369214,2.4908722256359206,0.7798101,0
0.8571428571428571,2.2083333333333335,0.7426281713635223,2.281081614790083,0.7427081,0
0.8571428571428571,1.3958333333333333,0.9519214904332319,1.0238095238095237,0.75472856,0
1.0,2.625,0.8274896385802332,1.8805123053604953,0.84869623,0
1.0,3.791666666666666,0.9323718216092198,1.1856363148429538,0.95061266,0
0.75,0.20833333333333331,0.9154527145509472,1.4907119849998598,1.0,1
0.5,0.08333333333333333,0.9949999686712859,0.3333333333333333,0.9635008,1
0.8,2.1041666666666665,0.8065949725220405,1.9810210610804835,0.8333906,0
1.0,1.1458333333333333,0.8189462467207494,2.04939015319192,0.9128196,0
1.0,0.5416666666666667,0.8202895510040014,2.0615528128088303,0.8606197,0
0.9,1.125,0.9404903923435742,1.1055415967851334,0.9641698,0
0.8,2.2916666666666665,0.7257588334768259,2.6076809620810595,0.6644902,0
1.0,3.5208333333333335,0.8476368096784133,1.8906017560554629,0.7859777,0
1.0,3.5625,0.9481130215703917,1.0156931884487679,0.6858873,0
0.9,7.375,0.7886439505910177,2.420743687382041,0.8279217,0
1.0,1.4166666666666665,0.8565385248919052,1.9130400472081661,0.8571857,0
1.0,3.7083333333333335,0.5937304065894154,3.1907871205988645,0.6435118,0
0.75,2.0833333333333335,0.9399477097294755,1.1065666703449764,0.7852416,0
0.875,2.145833333333333,0.7948262241869903,2.051557673790549,0.76987344,0
1.0,3.8541666666666665,0.8114663827224846,2.1015867021530816,0.9193643,0
0.5,0.5208333333333333,0.9199092411204052,1.3114877048604001,0.8460335,0
1.0,2.5625,0.8855224237027963,1.609918238512092,0.6943052,0
0.8571428571428571,4.229166666666667,0.9324698242856332,1.246773613951003,0.93029815,0
0.8,1.6458333333333335,0.8134618820143942,1.886796226411321,0.75553906,0
1.0,1.75,0.8863299951201233,1.471582670309608,0.94345284,0
0.5,0.2916666666666667,0.9247846462815815,1.3228756555322954,0.7223464,1
0.8888888888888888,4.208333333333333,0.8316444444746174,1.8833148966649205,0.7970255,0
0.875,1.6041666666666665,0.9071564544543144,1.4391355429948605,0.90166867,0
0.8888888888888888,4.145833333333333,0.9290475037611818,1.2759890862182748,0.9890567,0
